source,target
RPL12,EIF2S3
RPL12,EIF2S1
RPL12,RPL8
RPL12,EEF2
RPL12,ISG20L2
RPL12,RPS2
RPL12,RPS17
RPL12,EIF3B
RPL12,EXOSC1
RPL12,EIF3I
HAUS8,YWHAG
HAUS8,PCNT
AGO2,TNRC6B
AGO2,MYC
AGO2,DICER1
GNAI3,AKT3
GNAI3,GNAI2
EIF2S3,EIF2S1
EIF2S3,RPS2
EIF2S3,EIF3B
EIF2S3,EIF3I
EIF2S3,RPL8
YWHAG,CDKN1B
YWHAG,PPP2R2A
EXOSC10,RPL8
EXOSC10,RPS2
EXOSC10,EXOSC1
EXOSC10,SKIV2L
EEF2,RPL8
EEF2,RPS2
PSMC4,CDKN1B
AKT3,CDKN1B
RPS2,EIF2S1
RPS2,RPL8
RPS2,EIF3I
RPS2,RPS17
RPS2,EXOSC1
RPS2,EIF3B
FOS,CDKN1B
FOS,GJA1
FOS,ILK
FOS,MYC
FOS,BCL2L11
TNRC6B,MYC
MYC,CDKN1B
MYC,ENO1
MYC,EIF2S1
MYC,HMGA1
CASC3,RPL8
CASC3,HNRNPH1
CASC3,HNRNPD
CASC3,SRSF2
CASC3,PPP2R2A
CASC3,SRRM2
HMGA1,HMGA2
SRSF2,SRRM2
SRSF2,SF3B3
SRSF2,HNRNPD
SRSF2,HNRNPH1
SRSF2,PCBP2
PPP2R2A,RPL8
ISG20L2,RPL8
ENO1,PKM
PCBP2,SRRM2
PCBP2,SF3B3
PCBP2,HNRNPD
PCBP2,HNRNPH1
EIF3I,EIF2S1
EIF3I,RPL8
EIF3I,EIF3B
DICER1,STAU1
BBC3,BCL2L11
EIF2S1,RPS17
EIF2S1,RPL8
EIF2S1,EIF3B
EXOSC1,RPL8
HNRNPD,SRRM2
HNRNPD,SF3B3
HNRNPD,HNRNPH1
RPS17,RPL8
SRRM2,HNRNPH1
SRRM2,SF3B3
EIF3B,RPL8
HNRNPH1,SF3B3
MDH2,PKM
