source,target
UBE2N,TICAM1
UBE2N,HECTD2
UBE2N,RNF4
UBE2N,RNF20
UBE2N,UBC
UBE2N,HECTD1
UBE2N,SOCS1
UBE2N,XRCC6
TUBA1C,CCT3
TUBA1C,DYNC1H1
TUBA1C,ACTB
AKT3,CDKN1B
DVL2,CTNNB1
DVL2,UBC
DVL2,RHOA
DVL2,RAB5C
DVL2,VANGL1
DVL2,LRP6
CDKN1B,SIRT1
CDKN1B,RB1
CDKN1B,RHOA
CDKN1B,CTNNB1
CDKN1B,FOS
CDKN1B,CTCF
CDKN1B,TRIM28
CDKN1B,UBC
CTNNB1,MMP2
CTNNB1,MDFIC
CTNNB1,LRP6
CTNNB1,GJA1
CTNNB1,FOS
CTNNB1,HIST2H2AC
CTNNB1,RHOA
MMP2,RECK
MMP2,FOS
XRCC6,SIRT1
XRCC6,TBK1
AGO2,HIST2H2AC
AGO2,DICER1
AGO2,FMR1
AGO2,HIST1H2AC
ZKSCAN8,TRIM28
CCT3,MKKS
CCT3,ACTB
SOCS1,HECTD2
SOCS1,SOCS3
SOCS1,UBC
LRP6,UBC
RAB5C,AP3B1
RAB5C,UBC
NFYA,RB1
STAMBP,UBC
FOS,GJA1
FOS,RHOA
FOS,BCL2L11
RHOA,TIAM1
RHOA,CDC25C
RHOA,ACTG1
RHOA,UBC
RHOA,ACTB
RHOA,ARHGEF18
RHOA,EVL
ACTB,YY1
ACTB,ARID1A
ACTB,HIST1H2AC
ACTB,ACTG1
ACTB,HIST2H2AC
HIST2H2AC,SIRT1
HIST2H2AC,MBD2
HIST2H2AC,YY1
HIST2H2AC,CTCF
HIST2H2AC,RB1
HIST2H2AC,HIST1H2AC
HIST2H2AC,PHF21A
HIST2H2AC,UBC
HIST2H2AC,GATAD2B
CTCF,HIST1H2AC
TBK1,TICAM1
TBK1,UBC
BCL2L11,SIRT1
BCL2L11,BBC3
HECTD2,HECTD1
HECTD2,RNF4
HECTD2,SOCS3
HECTD2,UBC
SOCS3,HECTD1
SOCS3,UBC
BRAP,UBC
MFN2,UBC
UBC,RNF4
UBC,HIST1H2AC
UBC,SKI
UBC,HECTD1
RB1,SIRT1
RB1,HIST1H2AC
HIST1H2AC,SIRT1
HIST1H2AC,YY1
HIST1H2AC,PHF21A
TRIM28,SIRT1
TRIM28,SKI
RNF4,HECTD1
