source,target
IGF1R,VEGFA
LDLRAP1,RAB5C
RHOA,ERBB2
RHOA,CDC42
RHOA,VEGFA
CDC42,ERBB2
CDC42,ARPC5
VEGFA,ERBB2
RAB5C,ARPC5
